"code","yr","mark","ringno","status"
"16JH",2015,"QPF","7068","0"
"16JH",2015,"QPF","7092","0"
"16JH",2015,"QPF","7058","0"
"16J",2015,"QPF","8952","0"
"16J",2015,"QPF","8986","0"
"16J",2015,"QPF","7089","0"
"16QLD",2015,"QPF","7063","0"
"16BPU",2015,"QPF","8988","0"
"16BPU",2015,"QPF","7097","0"
"16BPU",2015,"QPF","7060","0"
"16BPU",2015,"QPF","7085","0"
"16BPU",2015,"QPF","7038","0"
"16BPU",2015,"QPF","7086","0"
"16BPU",2015,"QPF","7099","0"
"16BPU",2015,"QPF","8985","0"
"16RR",2015,"QPF","8999","0"
"16RR",2015,"QPF","8998","0"
"16RR",2015,"QPF","8997","0"
"16RR",2015,"QPF","8996","0"
"16RR",2015,"QPF","8995","0"
"16RR",2015,"QPF","8994","0"
"16RR",2015,"QPF","8993","0"
"16RR",2015,"QPF","8992","0"
"16RR",2015,"QPF","8991","0"
"16QPM",2015,"GRPA","639","0"
"16QPM",2015,"GRPA","662","0"
"16QPM",2015,"GRPA","688","0"
"16QPM",2015,"GRPA","701","0"
"16QPM",2015,"QPF","7078","0"
"16QLD",2015,"QPF","7098","0"
"16QLD",2015,"QPF","8984","0"
"16QPM",2015,"QPF","7082","0"
"16QLD",2015,"QPF","7081","0"
"16S1",2013,"GOLD COAST","1008","0"
"16S1",2013,"TRP","1612","0"
"16S1",2013,"TRP","1655","0"
"16S1",2013,"TRP","1659","0"
"16S1",2013,"TRP","1660","0"
"16S1",2013,"TRP","1662","0"
"16S1",2013,"TRP","1663","0"
"16S1",2013,"GRPA","2061","0"
"16S1",2014,"TRP","659","0"
"16S1",2014,"QPF","3304","0"
"16S1",2014,"QPF","3312","0"
"16S1",2014,"QPF","3317","0"
"16S1",2014,"QPF","3322","0"
"16S1",2015,"QPF","7005","0"
"16S1",2015,"QPF","7006","0"
"16S1",2015,"QPF","7007","0"
"16S1",2015,"QPF","7008","0"
"16S1",2015,"QPF","7009","0"
"16S1",2015,"QPF","7010","0"
"16S1",2015,"QPF","7011","0"
"16S1",2015,"QPF","7013","0"
"16S1",2015,"QPF","7014","0"
"16S1",2015,"QPF","7015","0"
"16S1",2015,"QPF","7016","0"
"16S1",2015,"QPF","7020","0"
"16S1",2015,"QPF","7022","0"
"16S1",2015,"QPF","7024","0"
"16S1",2015,"QPF","7025","0"
"16S1",2015,"QPF","7028","0"
"16S1",2015,"QPF","7032","0"
"16S1",2015,"QPF","7034","0"
"16S1",2015,"QPF","7040","0"
"16S1",2015,"QPF","7041","0"
"16S1",2015,"QPF","7042","0"
"16S1",2015,"QPF","7045","0"
"16S1",2015,"QPF","7046","0"
"16S1",2015,"QPF","7048","0"
"16S1",2015,"QPF","7051","0"
"16S1",2015,"QPF","7052","0"
"16S1",2015,"QPF","7054","0"
"16S1",2015,"QPF","7056","0"
"16S1",2015,"QPF","7058","0"
"16S1",2015,"QPF","7060","0"
"16S1",2015,"QPF","7061","0"
"16S1",2015,"QPF","7062","0"
"16S1",2015,"QPF","7069","0"
"16S1",2015,"QPF","7072","0"
"16S1",2015,"QPF","7073","0"
"16S1",2015,"QPF","7077","0"
"16S1",2015,"QPF","7079","0"
"16S1",2015,"QPF","7080","0"
"16S1",2015,"QPF","7085","0"
"16S1",2015,"QPF","8973","0"
"16S1",2015,"QPF","8980","0"
"16S2",2015,"NRC","2780","0"
"16S2",2015,"QPF","7033","0"
"16S2",2015,"QPF","7038","0"
"16S2",2015,"QPF","8971","0"
"16S2",2015,"QPF","8978","0"
"16S2",2015,"QPF","8982","0"
"16S2",2015,"QPF","8983","0"
"16S2",2015,"QPF","8987","0"
"16S2",2015,"QPF","8990","0"
"16S2",2015,"QPF","8993","0"
"16S2",2015,"QPF","8994","0"
"16S2",2015,"QPF","8998","0"
"16S2",2016,"SAMDPR","092","0"
"16S2A",2015,"QPF","7003","0"
"16S2A",2015,"QPF","7004","0"
"16S2A",2015,"QPF","7033","0"
"16S2A",2015,"QPF","7099","0"
"16S2A",2015,"QPF","8956","0"
"16S2A",2015,"QPF","8964","0"
"16S2A",2015,"QPF","8970","0"
"16S2A",2015,"QPF","8981","0"
"16S2A",2015,"QPF","8985","0"
"16S2A",2015,"QPF","8986","0"
"16S2A",2015,"QPF","8996","0"
"16S2A",2015,"QPF","8999","0"
"16S1",2015,"QPF","7026","0"
"16S2A",2013,"TRP","1658","0"
"16S1",2015,"QPF","7039","0"
"16S1",2015,"QPF","7035","0"
"16S1",2015,"QPF","7036","0"
"16S1",2012,"HIGHFIELDS","0880","0"
"16S3",2013,"TRP","1699","0"
"16S3",2013,"TRP","1698","0"
"16S3",2013,"GOLD COAST","1009","0"
"16S3",2012,"HIGHFIELDS","0936","0"
"16S3",2012,"QPF","8934","0"
"16S3",2010,"GCPC","899","0"
"16S3",2005,"TIPC","1295","0"
"16S3",2014,"TRP","660","0"
"16S3",2015,"QPF","7001","0"
"16S3",2015,"QPF","7002","0"
"16S3",2014,"WARWICK","4217","0"
"16S3",2013,"TRP","1664","0"
"16S3",2013,"TRP","1665","0"
"16S3",2013,"TRP","1667","0"
"16S3",2013,"TRP","1669","0"
"16S3",2013,"TRP","1670","0"
"16S3",2013,"TRP","1671","0"
"16S3",2013,"TRP","1672","0"
"16S3",2013,"TRP","1673","0"
"16S3",2015,"QPF","7044","0"
"16S3",2015,"QPF","7055","0"
"16S3",2015,"QPF","7057","0"
"16S3",2015,"QPF","7065","0"
"16S3",2015,"QPF","7067","0"
"16S3",2015,"QPF","7075","0"
"16S3",2015,"QPF","7076","0"
"16S3",2015,"QPF","7090","0"
"16S3",2015,"QPF","7091","0"
"16S3",2015,"QPF","7092","0"
"16S3",2015,"QPF","7093","0"
"16S3",2015,"QPF","7100","0"
"16S3",2015,"QPF","8953","0"
"16S3",2015,"QPF","8954","0"
"16S3",2015,"QPF","8955","0"
"16S3",2015,"QPF","8959","0"
"16S3",2015,"QPF","8961","0"
"16S3",2015,"QPF","8968","0"
"16S3",2015,"QPF","8969","0"
"16S3",2016,"SAMDPR","091","0"
"16S3",2016,"SAMDPR","093","0"
"16S3",2016,"SAMDPR","094","0"
"16S3",2016,"SAMDPR","095","0"
"16S3",2016,"SAMDPR","096","0"
"16S3",2016,"SAMDPR","097","0"
"16S3",2016,"SAMDPR","098","0"
"16S3",2016,"SAMDPR","099","0"
"16S3",2016,"SAMDPR","100","0"
"16S3",2016,"SAMDPR","181","0"
"16S3",2016,"SAMDPR","182","0"
"16S3",2016,"SAMDPR","183","0"
"16S3",2016,"SAMDPR","184","0"
"16S3",2016,"SAMDPR","185","0"
"16S3",2016,"SAMDPR","186","0"
"16S3",2016,"SAMDPR","187","0"
"16S3",2016,"SAMDPR","188","0"
"16S3",2016,"SAMDPR","189","0"
"16S3",2012,"QPF","6730","0"
"16S3",2012,"QPF","6731","0"
"16S3",2015,"WPF","10128","0"
"16S3",2015,"QPF","8979","0"
"16S3",2013,"TRP","1651","0"
"16S3",2013,"TRP","1675","0"
"16S3",2015,"QPF","8997","0"
"16SAL",2013,"TRP","1699","0"
"16SAL",2012,"HIGHFIELDS","0858","0"
"16SAL",2011,"APFA","5915","0"
"16SAL",2011,"APFA","5921","0"
"16SAL",2010,"SRPF","3796","0"
"16SAL",2006,"GCPC","006019","0"
"16SAL",2011,"SA","12305","0"
"16RT2",2016,"SAMDPR","094","0"
"16RT2",2016,"SAMDPR","096","0"
"16RT2",2016,"SAMDPR","097","0"
"16RT2",2016,"SAMDPR","186","0"
"16RT2",2016,"SAMDPR","095","0"
"16RT2",2016,"SAMDPR","184","0"
"16RT2",2016,"SAMDPR","099","0"
"16RT2",2016,"SAMDPR","100","0"
"16RT2",2016,"SAMDPR","183","0"
"16RT2",2016,"SAMDPR","182","0"
"16RT2",2014,"TRP","660","0"
"16RT2",2014,"TRP","659","0"
"16RT2",2014,"QPF","3304","0"
"16RT2",2014,"QPF","3352","0"
"16RT2",2012,"HIGHFIELDS","0880","0"
"16RT2",2015,"QPF","7004","0"
"16RT2",2015,"QPF","7050","0"
"16RT2",2015,"QPF","7051","0"
"16RT2",2015,"QPF","7045","0"
"16RT2",2015,"QPF","8998","0"
"16RT2",2015,"QPF","8957","0"
"16RT2",2015,"QPF","7073","0"
"16RT2",2015,"QPF","8986","0"
"16RT2",2015,"QPF","7040","0"
"16RT2",2015,"QPF","7061","0"
"16RT2",2015,"QPF","8971","0"
"16RT2",2015,"QPF","8987","0"
"16RT2",2015,"QPF","8996","0"
"16RT2",2015,"QPF","7100","0"
"16RT2",2015,"QPF","7093","0"
"16RT2",2015,"QPF","7075","0"
"16RT2",2013,"TRP","1665","0"
"16RT2",2015,"QPF","8985","0"
"16RT2",2015,"QPF","7064","0"
"16RT2",2015,"QPF","7036","0"
"16RT2",2015,"QPF","8994","0"
"16RT2",2013,"TRP","1612","0"
"16RT2",2015,"QPF","8978","0"
"16RT2",2015,"QPF","7054","0"
"16RT2",2015,"QPF","8983","0"
"16RT2",2015,"QPF","8964","0"
"16RT2",2015,"QPF","7010","0"
"16RT2",2015,"QPF","7092","0"
"16RT2",2015,"QPF","8973","0"
"16RT2",2013,"TRP","1670","0"
"16RT2",2013,"TRP","1652","0"
"16RT2",2015,"QPF","7034","0"
"16RT2",2015,"QPF","7090","0"
"16RT2",2015,"QPF","8982","0"
"16RT2",2012,"QPF","6730","0"
"17RT",2016,"QPF","10905","0"
"17RT",2013,"TRP","1651","0"
"17RT",2013,"TRP","1677","0"
"17RT",2013,"TRP","1673","0"
"17RT",2013,"TRP","1675","0"
"17RT",2013,"TRP","1676","0"
"17RT",2013,"TRP","1678","0"
"17RT",2015,"QPF","8997","0"
"17RT",2015,"QPF","8966","0"
"17RT",2015,"QPF","8962","0"
"17RT",2015,"QPF","8979","0"
"17RT",2015,"QPF","8967","0"
"17RT",2015,"QPF","8959","0"
"17RT",2016,"QPF","10902","0"
"17RT",2012,"QPF","6731","0"
"17RT",2016,"SAMDPR","188","0"
"17RT",2016,"QPF","10901","0"
"17RT",2016,"SAMDPR","190","0"
"17Q1",2016,"QPF","10990","0"
"17Q1",2016,"QPF","10989","0"
"17Q1",2016,"QPF","10963","0"
"17Q1",2016,"NRC","835","0"
"17Q1S",2016,"QPF","10961","0"
"17Q1",2016,"QPF","10964","0"
"17Q1",2016,"QPF","10966","0"
"17Q1S",2016,"QPF","10971","0"
"17Q1S",2016,"QPF","10968","0"
"17GC5",2016,"NRC","835","0"
"17Q1S",2016,"QPF","10955","0"
"17Q1",2016,"QPF","10942","0"
"17Q1",2016,"QPF","10943","0"
"17Q1",2016,"QPF","10967","0"
"17Q1S",2016,"QPF","10970","0"
"17GC5",2016,"QPF","10951","0"
"17GC5",2016,"QPF","10954","0"
"17GC5",2016,"QPF","10950","0"
"17GC5",2016,"QPF","10982","0"
"17GC5",2016,"QPF","10949","0"
"17GC5",2016,"QPF","10963","0"
"17GC5",2016,"QPF","10964","0"
"17GC5",2016,"QPF","10966","0"
"17GC5",2016,"NRC","826","0"
"17Q1",2016,"NRC","826","0"
"17Q1S",2016,"QPF","10980","0"
"17GC5",2016,"QPF","10989","0"
"17GC5",2016,"QPF","10983","0"
"17GC5",2016,"QPF","10972","0"
"17Q1S",2016,"QPF","10929","0"
"17Q1S",2016,"QPF","10975","0"
"17Q1S",2016,"QPF","10983","0"
"17Q1S",2016,"QPF","10962","0"
"17Q1S",2016,"QPF","10974","0"
"16PM1",2015,"QPF","9000","0"
"16PM1",2016,"NRC","821","0"
"16PM1",2016,"NRC","822","0"
"16PM1",2016,"NRC","823","0"
"16PM1",2016,"NRC","824","0"
"16PM1",2016,"NRC","826","0"
"16PM1",2016,"NRC","829","0"
"16PM1",2016,"NRC","830","0"
"16PM1",2016,"NRC","831","0"
"16PM1",2016,"NRC","832","0"
"16PM1",2016,"NRC","833","0"
"16PM1",2016,"NRC","834","0"
"16PM1",2016,"NRC","835","0"
"16PM1",2016,"NRC","836","0"
"16PM1",2016,"NRC","837","0"
"16PM1",2016,"NRC","839","0"
"16PM1",2016,"NRC","838","0"
"16PM1",2016,"NRC","841","0"
"16PM1",2016,"NRC","842","0"
"16PM1",2016,"NRC","843","0"
"16PM1",2016,"NRC","844","0"
"16PM1",2016,"NRC","847","0"
"16PM1",2016,"NRC","848","0"
"16PM1",2016,"NRC","849","0"
"16PM1",2016,"NRC","850","0"
"16PM1",2016,"NRC","852","0"
"16PM1",2016,"NRC","855","0"
"16PM1",2016,"NRC","856","0"
"16PM1",2016,"NRC","857","0"
"16PM1",2016,"QPF","10937","0"
"16PM1",2016,"QPF","10987","0"
"16PM1",2016,"QPF","10953","0"
"16PM1",2016,"QPF","10954","0"
"16PM1",2016,"QPF","10963","0"
"16PM1",2016,"QPF","10964","0"
"16PM1",2016,"QPF","10966","0"
"16PM1",2016,"QPF","10972","0"
"16PM1",2016,"QPF","10973","0"
"16PM1",2016,"QPF","10976","0"
"16PM1",2016,"QPF","10981","0"
"16PM1",2016,"QPF","10982","0"
"16PM1",2016,"QPF","10989","0"
"16PM1",2016,"QPF","10990","0"
"16PM1",2016,"QPF","10991","0"
"16PM1",2016,"QPF","10992","0"
"16PM1",2016,"QPF","10993","0"
"16PM1",2016,"QPF","10994","0"
"16PM1",2016,"QPF","10997","0"
"16PM1",2016,"QPF","10998","0"
"16PM1",2016,"QPF","10999","0"
"16PM1",2016,"QPF","11000","0"
"16PM1",2016,"NRC","864","0"
"16PM1",2016,"NRC","865","0"
"17QKM",2016,"NRC","835","0"
"17QKM",2016,"QPF","10964","0"
"17Q1S",2016,"QPF","10992","0"
"17QKM",2016,"QPF","10966","0"
"18SA",2017,"NRC","36","0"
"18SA",2017,"NRC","39","0"
"18Q1",2017,"NRC","71","0"
"18Q1",2017,"NRC","75","0"
"18Q1",2017,"NRC","60","0"
"18Q1",2017,"NRC","46","0"
"18Q1",2017,"NRC","61","0"
"18Q1",2017,"NRC","76","0"
"18Q1",2017,"NRC","82","0"
"18Q1",2017,"NRC","70","0"
"18GCP",2017,"GRPA","85","0"
"18GCP",2017,"GRPA","56","0"
"18GCP",2017,"GRPA","103","0"
"18GCP",2017,"GRPA","199","0"
"18Q1A",2017,"NRC","28","0"
"18Q1A",2017,"NRC","38","0"
"18Q1A",2017,"NRC","51","0"
"18Q1A",2017,"NRC","53","0"
"18Q1A",2017,"NRC","62","0"
"18Q1A",2017,"NRC","72","0"
"18Q1P",2017,"NRC","52","0"
"18Q1P",2017,"NRC","45","0"
"18Q1P",2017,"NRC","55","0"
"18GCP",2017,"NRC","93","0"
"18GCP",2017,"NRC","92","0"
"18GCP",2017,"NRC","1724","0"
"18GCP",2017,"NRC","70","0"
"18JH",2017,"NRC","1747","0"
"18JH",2017,"NRC","1732","0"
"18JH",2017,"NRC","1730","0"
"18JH",2017,"NRC","1723","0"
"18JH",2017,"NRC","1734","0"
"18JH",2017,"NRC","1722","0"
"18JH",2017,"NRC","1737","0"
"18JH",2017,"NRC","1740","0"
"18JH",2017,"NRC","1658","0"
"18JH",2017,"NRC","1721","0"
"18JH",2013,"TRP","1679","0"
"18JH",2017,"NRC","1741","0"
"18JH",2017,"NRC","1662","0"
"18Q1P",2017,"GRPA","13","0"
"18Q1P",2017,"GRPA","32","0"
"18Q1P",2017,"GRPA","106","0"
"18JH",2013,"TRP","1615","0"
"18JH",2017,"NRC","1655","0"
"18NS1",2017,"NRC","4079","0"
"18NS1",2017,"NRC","4077","0"
"18NS1",2016,"NRC","3727","0"
"18NS1",2013,"TRP","1659","0"
"18NS1",2017,"NRC","34","0"
"18NS1",2017,"NRC","48","0"
"18NS1",2017,"NRC","1663","0"
"18NS1",2017,"NRC","1726","0"
"18NS1",2016,"NRC","822","0"
"18NS1",2017,"NRC","23","0"
"18NS1",2016,"TRP","1418","0"
"18NS1",2017,"GRPA","127","0"
"18NS1",2017,"TOOWOOMBA","852","0"
"18NS1",2017,"NRC","1731","0"
"18NS1",2017,"NRC","74","0"
"18NS1",2017,"NRC","1674","0"
"18NS1",2017,"NRC","1673","0"
"18NS1",2017,"NRC","89","0"
"18NS1",2017,"NRC","87","0"
"18NS1",2017,"NRC","19","0"
"18NS1",2017,"NRC","13","0"
"18NS1",2017,"NRC","43","0"
"18NS1",2017,"NRC","1667","0"
"18NS1",2017,"NRC","29","0"
"18NS1",2017,"NRC","91","0"
"18NS1",2017,"NRC","1665","0"
"18QN1",2014,"QPF","3310","0"
"18QN1",2014,"QPF","3304","0"
"18QN1",2014,"QPF","3385","0"
"18QN1",2016,"QPF","10912","0"
"18QN1",2016,"NRC","3726","0"
"18QN1",2017,"GRPA","1","0"
"18QN1",2017,"NRC","22","0"
"18QN1",2017,"NRC","60","0"
"18QN1",2017,"NRC","64","0"
"18QN1",2013,"TRP","1680","0"
"18QN1",2016,"NRC","829","0"
"18QN1",2017,"NRC","1703","0"
"18QN1",2017,"NRC","7","0"
"18QN1",2017,"NRC","81","0"
"18QN1",2015,"QPF","8966","0"
"18QN1",2017,"NRC","47","0"
"18QN1",2017,"NRC","84","0"
"18QN1",2017,"NRC","59","0"
"18QN1",2017,"NRC","1717","0"
"18QN1",2017,"NRC","1714","0"
"18QN1",2017,"NRC","40","0"
"18QN1",2017,"NRC","32","0"
"18QN1",2017,"NRC","1657","0"
"18QN1",2017,"NRC","20","0"
"18QN1",2017,"NRC","31","0"
"18QN1",2017,"NRC","66","0"
"18QN1",2017,"NRC","63","0"
"18QN1",2017,"NRC","42","0"
"18QN1",2016,"NRC","880","0"
"18QN1",2016,"NRC","834","0"
"18QN1",2017,"NRC","46","0"
"18QN1",2017,"NRC","69","0"
"18QN1",2017,"NRC","73","0"
"18QN1",2017,"NRC","6","0"
"18LAT",2017,"NRC","1686","0"
"18LAT",2017,"NRC","85","0"
"18LAT",2017,"NRC","1687","0"
"18LAT",2017,"NRC","1708","0"
"18LAT",2017,"NRC","1679","0"
"18LAT",2013,"TRP","1649","0"
"18LAT",2017,"NRC","1689","0"
"18LAT",2017,"NRC","1688","0"
"18LAT",2017,"NRC","1670","0"
"19GC5",2018,"NRC","1891","0"
"19GC5",2018,"NRC","1896","0"
"19GC5",2018,"NRC","2409","0"
"19SA",2018,"NRC","1883","0"
"19SA",2018,"NRC","1890","0"
"19RT1",2018,"GRPA","827","0"
"19RT1",2018,"GRPA","874","0"
"19RT1",2018,"TRP","1699","0"
"19RT1",2018,"NRC","1801","0"
"19RT1",2018,"NRC","1802","0"
"19RT1",2018,"NRC","1803","0"
"19RT1",2018,"NRC","1804","0"
"19RT1",2018,"NRC","1807","0"
"19RT1",2018,"NRC","1806","0"
"19RT1",2018,"NRC","1808","0"
"19RT1",2018,"NRC","1809","0"
"19RT1",2018,"NRC","1810","0"
"19RT1",2018,"NRC","1812","0"
"19RT1",2018,"NRC","1811","0"
"19RT1",2018,"NRC","1814","0"
"19RT1",2018,"NRC","1815","0"
"19RT1",2018,"NRC","1816","0"
"19RT1",2018,"NRC","1817","0"
"19RT1",2018,"NRC","1818","0"
"19RT1",2018,"NRC","1821","0"
"19RT1",2018,"NRC","1823","0"
"19RT1",2018,"NRC","1824","0"
"19RT1",2018,"NRC","1825","0"
"19RT1",2018,"NRC","1826","0"
"19RT1",2018,"NRC","1827","0"
"19RT1",2018,"NRC","1828","0"
"19RT1",2018,"NRC","1832","0"
"19RT1",2018,"NRC","1833","0"
"19RT1",2018,"NRC","1834","0"
"19RT1",2018,"NRC","1836","0"
"19RT1",2018,"NRC","1837","0"
"19RT1",2018,"NRC","1838","0"
"19RT1",2018,"NRC","1839","0"
"19RT1",2018,"NRC","1841","0"
"19RT1",2018,"NRC","1842","0"
"19RT1",2018,"NRC","1843","0"
"19RT1",2018,"NRC","1845","0"
"19RT1",2018,"NRC","1846","0"
"19RT1",2018,"NRC","1847","0"
"19RT1",2018,"NRC","1848","0"
"19RT1",2018,"NRC","1849","0"
"19RT1",2018,"NRC","1851","0"
"19RT1",2018,"NRC","1852","0"
"19RT1",2018,"NRC","1853","0"
"19RT1",2018,"NRC","1854","0"
"19RT1",2018,"NRC","1855","0"
"19RT1",2018,"NRC","1856","0"
"19RT1",2018,"NRC","1857","0"
"19RT1",2018,"NRC","1858","0"
"19RT1",2018,"NRC","1859","0"
"19RT1",2018,"NRC","1860","0"
"19RT1",2018,"NRC","1861","0"
"19RT1",2018,"NRC","1865","0"
"19RT1",2018,"NRC","1867","0"
"19RT1",2018,"NRC","1868","0"
"19RT1",2018,"NRC","1870","0"
"19RT1",2018,"NRC","1873","0"
"19RT1",2018,"NRC","1874","0"
"19RT1",2018,"NRC","1875","0"
"19RT1",2018,"NRC","1877","0"
"19RT1",2018,"NRC","1876","0"
"19RT1",2018,"NRC","1881","0"
"19RT1",2018,"NRC","1882","0"
"19RT1",2018,"NRC","1885","0"
"19RT1",2018,"NRC","1887","0"
"19RT1",2018,"NRC","1892","0"
"19RT1",2018,"NRC","1893","0"
"19RT1",2018,"NRC","1894","0"
"19RT1",2018,"NRC","1895","0"
"19RT1",2018,"NRC","1900","0"
"19RT1",2018,"NRC","2391","0"
"19RT1",2018,"NRC","2393","0"
"19RT1",2018,"NRC","2392","0"
"19RT1",2018,"NRC","2396","0"
"19RT1",2018,"NRC","2399","0"
"19RT1",2018,"NRC","2400","0"
"19RT1",2018,"NRC","2402","0"
"19RT1",2018,"NRC","2404","0"
"19RT1",2018,"NRC","2403","0"
"19RT1",2018,"NRC","2405","0"
"19RT1",2018,"NRC","2406","0"
"19RT1",2018,"NRC","2407","0"
"19RT1",2018,"NRC","2408","0"
"19RT1",2018,"NRC","2410","0"
"19RT1",2018,"NRC","2411","0"
"19RT1",2018,"NRC","2412","0"
"19RT1",2018,"NRC","2413","0"
"19RT1",2018,"NRC","2415","0"
"19RT1",2018,"NRC","2416","0"
"19RT1",2018,"NRC","2417","0"
"19RT1",2018,"NRC","2574","0"
"19RT1",2018,"NRC","2575","0"
"19RT1",2018,"NRC","2576","0"
"19RT1",2018,"NRC","2577","0"
"19RT1",2018,"NRC","2579","0"
"19RT1",2018,"NRC","2581","0"
"19RT1",2018,"NRC","2587","0"
"19RT1",2018,"NRC","2591","0"
"19RT1",2018,"NRC","2595","0"
"19RT1",2018,"NRC","2599","0"
"19RT1",2018,"NRC","2836","0"
"19RT1",2018,"NRC","2837","0"
"19RT1",2018,"NRC","2840","0"
"19RT1",2018,"NRC","2845","0"
"19RT1",2018,"NRC","2847","0"
"19RT1",2018,"NRC","6979","0"
"19RT1",2018,"NRC","6986","0"
"19RT1",2018,"NRC","6987","0"
"19RT1",2018,"NRC","6988","0"
"19RT1",2018,"NRC","6992","0"
"19RT1",2017,"GRPA","1","0"
"19RT1",2017,"GRPA","5","0"
"19RT1",2017,"NRC","11","0"
"19RT1",2017,"NRC","41","0"
"19RT1",2017,"NRC","46","0"
"19RT1",2017,"NRC","48","0"
"19RT1",2017,"NRC","49","0"
"19RT1",2017,"NRC","64","0"
"19RT1",2017,"IDHA","772","0"
"19RT1",2017,"GCCLUB","970","0"
"19RT1",2013,"TRP","1616","0"
"19RT1",2013,"TRP","1645","0"
"19RT1",2013,"TRP","1646","0"
"19RT1",2013,"TRP","1647","0"
"19RT1",2013,"TRP","1648","0"
"19RT1",2013,"GOLD COAST","1009","0"
"19RT1",2014,"QPF","3304","0"
"19RT1",2015,"QPF","8966","0"
"19RT1",2016,"TRP","1418","0"
"19RT1",2016,"SAMDPR","183","0"
"19RT1",2016,"NRC","3726","0"
"19RT1",2016,"QPF","10933","0"
"19RT1",2016,"NRC","3738","0"
"19STK",2018,"NRC","2590","0"
"19STK",2018,"NRC","2832","0"
"19STK",2017,"NRC","1694","0"
"19STK",2018,"NRC","2582","0"
"19STK",2018,"NRC","2849","0"
"19STK",2018,"NRC","2850","0"
"19STK",2018,"NRC","2831","0"
"19STK",2018,"NRC","2839","0"
"19STK",2018,"TRP","1699","0"
"19STK",2017,"NRC","1698","0"
"19STK",2018,"NRC","2573","0"
"19STK",2018,"NRC","2585","0"
"19STK",2018,"NRC","2843","0"
"19STK",2013,"TRP","1617","0"
"19FUT",2018,"NRC","1853","0"
"19FUT",2018,"NRC","1827","0"
"19FUT",2018,"NRC","1825","0"
"19FUT",2018,"NRC","1865","0"
"19FUT",2018,"NRC","1887","0"
"19FUT",2018,"NRC","2400","0"
"19FUT",2018,"NRC","1804","0"
"19FUT",2018,"NRC","1807","0"
"19FUT",2018,"NRC","1842","0"
"19FUT",2018,"NRC","1895","0"
"19SAL",2018,"NRC","1822","0"
"19SAL",2016,"GRPA","1365","0"
"19SAL",2015,"QPF","7088","0"
"19SAL",2013,"SAMDPR","189","0"
"19SAL",2011,"APFA","9138","0"
"19SAL",2010,"QPF","06770","0"
"19SAL",2011,"GB N","58767","0"
"19SAL",2013,"KPS","622","0"
"19SAL",2016,"NRC","3742","0"
"20GCR",2019,"NRC","1225","0"
"20GCR",2019,"NRC","1299","0"
"20ADE",2019,"NRC","1224","0"
"20ADE",2019,"NRC","1300","0"
"20GCP",2019,"NRC","1226","0"
"20GCP",2019,"NRC","1248","0"
"20GCK",2019,"NRC","1281","0"
"20GCK",2019,"NRC","1234","0"
"20GCP",2019,"NRC","1295","0"
"20GCK",2019,"NRC","1294","0"
"20GCK",2019,"NRC","1279","0"
"20GCK",2019,"NRC","1296","0"
"20YBR",2019,"NRC","2437","0"
"20YBR",2019,"NRC","2423","0"
"20YBR",2019,"NRC","2432","0"
"20YBR",2019,"NRC","1247","0"
"20YBR",2019,"NRC","2389","0"
"20YBR",2019,"NRC","1251","0"
"20YBR",2019,"NRC","2415","0"
"20YBR",2019,"NRC","1259","0"
"20YBR",2019,"NRC","2421","0"
"20YBR",2019,"NRC","2368","0"
"20YBR",2019,"NRC","2414","0"
"20YBR",2019,"NRC","2438","0"
"20YBR",2019,"NRC","2440","0"
"20YBR",2018,"NRC","1822","0"
"20YBR",2019,"NRC","2370","0"
"20YBR",2019,"NRC","2439","0"
"20YBR",2019,"NRC","2390","0"
"20YBR",2019,"NRC","2363","0"
"20YBR",2019,"NRC","2434","0"
"20YBR",2019,"NRC","2435","0"
"20YBR",2019,"NRC","2436","0"
"20YBR",2019,"NRC","2433","0"
"21GCK",2020,"NRC","871","0"
"21GCK",2020,"NRC","847","0"
"21GCK",2020,"NRC","840","0"
"21GCK",2020,"NRC","841","0"
"21GCK",2020,"NRC","861","0"
"21GCK",2020,"NRC","874","0"
"21GCK",2020,"NRC","873","0"
"21GCK",2020,"NRC","845","0"
"21GCK",2020,"NRC","889","0"
"21G5R",2020,"NRC","845","0"
"21G5R",2020,"NRC","889","0"
"21G5P",2020,"NRC","874","0"
"21G5P",2020,"NRC","861","0"
"21G5P",2020,"NRC","890","0"
"21G5K",2020,"NRC","841","0"
"21G5K",2020,"NRC","847","0"
"21AD1",2020,"NRC","840","0"
"21AD1",2020,"NRC","871","0"
"21OLC",2020,"NRC","850","0"
"21OLC",2020,"NRC","852","0"
"21OLC",2020,"NRC","853","0"
"21OLC",2020,"NRC","891","0"
"21OLC",2020,"NRC","892","0"
"21OLC",2020,"NRC","876","0"
"21GIF",2020,"NRC","875","0"
"21OLC",2020,"NRC","2457","0"
"21OLC",2020,"NRC","899","0"
"21OLC",2020,"NRC","900","0"
"21OLC",2020,"NRC","880","0"
"21OLC",2020,"NRC","885","0"
"21OLC",2020,"NRC","893","0"
"21OLC",2020,"NRC","894","0"
"21OLC",2020,"NRC","2449","0"
"21OLC",2020,"NRC","2450","0"
"21OLC",2020,"NRC","2454","0"
"21OLC",2020,"NRC","2458","0"
"21OLC",2020,"NRC","2459","0"
"21OLC",2020,"NRC","2460","0"
"21G5P",2020,"NRC","2460","0"
"21G5K",2020,"NRC","2458","0"
"21G5K",2020,"NRC","899","0"
"21G5K",2020,"NRC","2459","0"
"21G5K",2020,"NRC","852","0"
