"yr","mark","ringno","birdname","bredby","bredfor","bloodline","dob","codesex","codecolour","codeeye","codecage","racelast","RaceLastDte","BredLastDte","indracelast","indstock","indrace","indsoh","indref","indbpa","indbpb","indsp1","indsp2","indstatus","indbredforstock","status","notes","sireyr","siremark","sireringno","damyr","dammark","damringno","notespedg","codes","dob_li","AqDate","AqValue","AqStatus","DisDate","DisValue","dDOB","DisStatus","codebline","Rating","RatingPerf","RatingBloodLine","RatingCustom","RatingBreeder","indDNACert","indBredSnglPen","indPedgOnly","indBF","indBFCol","indTF","indThroat","indBredSglPen","indImport","Seq","Cat","LotNo","SeqRef","SeqSale"
2013,"MILLMERRAN","027","","Matthew Martin","","","","U","NA","NA","NA","","","","False","False","False","False","False","False","False","False","True","False","False","","Bred specifically for Stock from K Malones Champion producing cock 9109 the Sire of several Fed placings for different flyers including the 2013 1st Fed Thargamindah 798klms on day won by 26 mins. Dam of 025 is M Martins Gay Pied hen 794 that is Dam of White Hen 447 which won 1st Fed Mungallalah 5b on 21/7/2012 380klms 1125mpm. The Sire of 794 are Parkinson Whites bloodline, whilst the Dam is from Pat Murphy imported Buscheart line with a touch of Verhey. 9109 Aunt 1st Nat Blios against 70,000birds,9109 S/Son champion producer NATIONAAL II 1st Nat Limouges 12000b.",2011,"APFA","9109",2010,"DALBY","794","","",41640,"",0,"","",0,"1/01/2014","","RMM",,,,,,"False","False","False","U","U","U","U","U","",,,,,
2013,"TRP","1699","MATILDA","M Martin/K Malone","","","","H","BB","NA","NA","","","","False","True","False","False","False","False","False","False","False","False","False","","SIRE was son SPARTICUS G/Son 1st NPO Blios 9545b contains best BOSUA blood Kannibaal, Miss Marabella, Porky. DAM is 982 Bosua hen, sister to 5th Breeders Plate for Perry Burton, 1/2 sister to 1st FED Thargamindah, 1/2 sister to 1st NRC Combine Quilpie to Brisbane 865klms, 1/2 sister to Nth Coast Sect QPF Bird of Year 2016, 1/2 sis runnerup Bird of Year 2015. +1st Club Westmar 233klms etc. 982 is top producer breeder of 5th Qld 10000 Race 1 in 2014 + 3rd North Coast Section QPF Marlborough 561klm 2015 + SOLD Tmba Auction",2010,"RIPA","431",2012,"HIGHFIELDS","0982","","",41609,"",0,"","",0,"1/12/2013","","KM",,,,,,"False","False","False","U","U","U","U","U","",,,,,
2013,"TRP","1698","SOLD TDPF","Matthew Martin","","","","H","BB","NA","NA","","","","False","True","False","False","False","False","False","False","True","False","False","","SIRE was son SPARTICUS G/Son 1st NPO Blios 9545b contains best BOSUA blood Kannibaal, Miss Marabella, Porky. DAM is 982 Bosua Hen winner of 29th TDPF Fed Breeders Plate for M Frame Nebine Creek 436klms 1052mpm then 1st Fed Team Race Eulo  610klms. 982s brother gained 5th TDPF Breeders plate for Perry Burton. Other siblings & 1/2 siblings many winners for me e.g., 1st Club Westmar 233klms etc. 982s 1/2 sister (same sire) won 1st Fed Thargamindah 796 klms on day, only 4 day birds in Fed, won by 26 mins. 982 is top producer breeder of 4th & 5th Qld 10000 Race 1 in 2014 + 3rd North Coast Section QPF Marlborough 561klm 2015 (only bred 1 ",2010,"RIPA","431",2012,"HIGHFIELDS","0982","","",41609,"",0,"","",0,"1/12/2013","","KM",,,,,,"False","False","False","U","U","U","U","U","",,,,,
2013,"TRP","1697","","Matthew Martin","","","","U","BB","NA","NA","","","","False","False","False","False","False","False","False","False","True","False","False","","Bred for Stock from K Malones champion producer 9109 which Sired several Fed positions incl 1st Fed Thargamindah 2013 plus 5th TDPF Breeders plate plus others. Dam was specially bred for stock & is related to UNTAMED DESERT the 2012 South Africa Million Dollar race WINNER being inbred to lines champion producer CHICAGO ref eijerkampracingpigeons.com/latest-news/61522/direct-eijerkamp-pigeon-wins-the-south-african-million-dollar-pigeon-race. Ancestory full top Nat & Fed winners, best of the best.",2011,"APFA","9109",2009,"AUST","5105","","",41426,"",0,"","",0,"1/06/2013","","VVL",,,,,,"False","False","False","U","U","U","U","U","",,,,,
2011,"GB N","58714","","Les Parkinson","","","","C","BCWF","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","True","","Direct import from highly successful Dr Vandersanden (BIFS) stock. Full of top National winners & ace birds incl. Sire 5233786 is a son of the ASBI 1st Prov ACE bird, 5th National ACE bird middle distance when paired to a 100% Muelman hen. Dam of 58714 is daughter of RONALDO 1st Nat Brive 20000+ birds when mated to a daughter of VALE CAHORS 1st Nat Cahors. Double grandchild of 1st National winner & 1st National Ace Pigeon. Pat Murphy import.",2003,"BELG","5233786",2005,"BELG","5059382","","",40695,"",0,"","",0,"1/06/2011","","DRV",,,,,,"False","False","False","U","U","U","U","U","",,,,,
2005,"BELG","5059382","","Dr Vandersanden","","","","H","BC","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Bred for Stock. Sire is ""RONALDO"" top racing and breeding cock being a winner of 1st National  Brive 20,927b, 1st Prov Jarmac, 1st Prov Angouleme, 1st Sivry, 4th Prov Le Souterraine etc. Dam is a daughter of ""VALE CAHORS"" 1st Nat Cahors, 1st Limoges, 115th Nat Brive 23550b.",2000,"BELG","1048409",2004,"BELG","5051465","","",38504,"",0,"","",0,"1/06/2005","","DRV",,,,,,"False","False","True","U","U","U","U","U","",,,,,
2003,"BELG","5233786","","Dr Vandersanden","","","","C","BC","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Sire is winner of first Provincial Ace pigeon Middle Distance. 1st National Ace Pigeon Duivenkrant. 5th National Ace Pigeon Middle Distance.",2001,"BELG","5131007",1998,"BELG","8026408","","",37773,"",0,"","",0,"1/06/2003","","DRV",,,,,,"False","False","True","U","U","U","U","U","",,,,,
2005,"BELGA","5059382","","Dr Vandersanden","","","","H","BC","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Sire is the champion racer & breeder RONALDO, 1st National Brive 20,927b, 1st Provincial Jarmac, 1st Provincial Angouleme, 1st Sivry, 4th Provincial Le Soutarraine etc. His Sire is out of 2nd Crepy, 1st Vervins, etc. Dam is sired by VALE CAHORS 1st National Cahors, 1st Limoges, 115th National Brive 23550b etc.",2000,"BELG","1048409",2004,"BELG","5051465","","",38504,"",0,"","",0,"1/06/2005","","DRV",,,,,,"False","False","True","U","U","U","U","U","",,,,,
1998,"BELG","8026408","","Dr Vandersanden","","","","H","NA","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","100% Meulemans",1996,"BELG","6014211",1996,"BELG","6023391","","",35947,"",0,"","",0,"1/06/1998","","NA",,,,,,"False","False","True","U","U","U","U","U","",,,,,
1991,"NL","2811912","","Piet Meuwissen","","","","C","NA","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","True","","Original Piet Meuwissen.",,"","",,"","","","",33390,"",0,"","",0,"1/06/1991","","DRV",,,,,,"False","False","True","U","U","U","U","U","",,,,,
2004,"BELG","5051465","DaughterValeCaho","","","","","H","NA","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","True","","A daughter of VALE CAHORS 1st Nat Cahors, 1st Limoges, 115th National Brive 23,550b. Sire is half brother to 1st National Barcelona. The Dam is a daughter of RODE BARCELONA 1st Barcelona etc.",1999,"BELG","2389218",2002,"BELG","4247619","","",38139,"",0,"","",0,"1/06/2004","","DRV",,,,,,"False","False","True","U","U","U","U","U","",,,,,
1999,"BELG","2389218","VALE CAHORS","","","","","C","NA","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","True","","1st National Cahors, 1st Limoges, 115th National Brive 23,550b. Sire is from a half brother to 1st National Barcelona.",,"","",,"","","","",36312,"",0,"","",0,"1/06/1999","","DRV",,,,,,"False","False","True","U","U","U","U","U","",,,,,
2002,"BELG","4247619","","","","","","H","NA","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","From the bloodlines of 1st National Perpignan, 1st & 3rd International, 2nd National Argenton. 1st Ace...",,"","",,"","","","",37408,"",0,"","",0,"1/06/2002","","DRV",,,,,,"False","False","True","U","U","U","U","U","",,,,,
2010,"DALBY","794","Dam 1st Fed","Matthew Martin","","","","H","PDC","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Dam of 1st Club Dalby 1st Federation TDPF 380klms velocity 1234mpm. Bred from Mathew Martins Whites which are a product of Pat Murphys imported blood - Parkside Buscheart and LeFebre Dhaenens",,"","",,"","","","",40330,"",0,"","",0,"1/06/2010","","B",,,,,,"False","False","True","U","U","U","U","U","",,,,,
2009,"DALBY","447","3rd Fed 380klm","Matthew Martin","","","","H","WHT","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Won 3rd Federation 380 klms 5 birder. 447 Sister to 794 which is Dam 1st Fed 380 klms.",,"","",,"","","","",39965,"",0,"","",0,"1/06/2009","","B",,,,,,"False","False","True","U","U","U","U","U","",,,,,
2009,"NL","3939643","Spartacus","Premier Stud UK","","","","C","BC","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Sire is bred from PORKY & MISS MARABELLA two of Kees Bosuas potent racers and producers of Ace Stock Birds. His Dam is from KANNIBAAL & JOY. KANNIBAAL was 2nd ACE pigeon Olympiad Porto 2005 & nest brother to KERKDUIFJE 1st Prize Le Manns Grandprix 99,104b & fastest 120,936b. JOY is the 05 Blios Nat winner 9545b + car Winner!!!",2001,"NL","1898186",2007,"NL","2141705","","",39965,"",0,"","",0,"1/06/2009","","BOS",,,,,,"False","False","True","U","U","U","U","U","",,,,,
2010,"BELG","9039141","FANCY ME","Premier Stud UK","","","","H","BC","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Sire full Bro to Eric Limbourgs EAGLE EYE, best allround pigeon 2007-2009 & 4th Nat ACE pigeon KBDB long distance 2009. He was at the time the most expensive pigeon selling for 132,000 Euro at auction. His Dam is from BLUE MAGIC a half bro 1st Nat Brive 2004 7446b X nest sister to RONALDINHO 4295602/04 1st Nat Limoges 06 9372b, from Degraeve & Van Geert.",2007,"BELG","9023876",2009,"BELG","9079184","","",40330,"",0,"","",0,"1/06/2010","","CAL",,,,,,"False","False","True","U","U","U","U","U","",,,,,
2001,"NL","1898186","Zoon Porky","Kees Bosua","","","","C","BC","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Son famous couple PORKY & MISS MARBELLA. PORKY won 1st Strombeck 5330b & 1st Roye 9182b. MISS MARBELLA won 1st Sens 24,033b + car winner. A fantastic producing pair of race and ACE producing stock birds for Kees Bosua.",1992,"NL","5205136",1994,"NL","5567918","","",37043,"",0,"","",0,"1/06/2001","","BOS",,,,,,"False","False","True","U","U","U","U","U","",,,,,
2007,"BELG","9023876","Eagle Eye Copy","Eric Limbourg","","","","C","BC","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","From an egg direct from Eric Limbourg, Brussegem. Brother of Eagle Eye 4th Nat Ace bird long distance 2009. EAGLE EYE sold at public auction for a record at the time of 132,000 Euro. He was the best pigeon 2007-2009 & 4th Nat Ace bird KBDB LD 2009.",2004,"BELG","2063240",2004,"BELG","2063218","","",39234,"",0,"","",0,"1/06/2007","","LI",,,,,,"False","False","True","U","U","U","U","U","",,,,,
2009,"BELG","9079184","","Limbourg","","","","H","BB","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","From a half brother of Cassaerts 2004 1st Nat Brive 7446 birds. Her Sire was also sire of the 015 which flew 19th Argenton 8935b, 52nd Souterraine 7118b, 6th Chateauroux 681b. Her dam is from De Graeve & Van Geert 1st Nat Limouges 2006 9672birds.",2007,"BELG","9023007",2004,"BELG","4295601","","",39965,"",0,"","",0,"1/06/2009","","CAS",,,,,,"False","False","True","U","U","U","U","U","",,,,,
2007,"NL","2141705","","Kees Bosua","","","","H","BBSQ","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Sire is KANNIBAAL 2nd Ace pigeon Olympiade Porto 05, 1st Peronnr 2030b, 1st Albis 2091b, 1st Pont St Max 1684b, 3rd Hensies 1020b, 5th Chantilly 13,953b, 6th Niergnies 3865b, 6th Strombec063b, 8th Peronne 6394b, 9th Chantilly 10657b, 13th Chantilly 3074b, 19th Chantilly 5156b. Dam is JOY 1st Nat Blios 9545b + CAR WINNER!!!",2003,"NL","5301441",2006,"NL","1078569","","",39234,"",0,"","",0,"1/06/2007","","BOS",,,,,,"False","False","True","U","U","U","U","U","",,,,,
2006,"NL","1078569","JOY","Kees Bosua","","","","H","BB","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Winner 1st R5 NAT Blios 9545 birds competing + CAR WINNER!!! Sire is a son famous DE FIGO X SITA",2002,"BELG","3025836",2000,"NL","5054873","","",38869,"",0,"","",0,"1/06/2006","","BOS",,,,,,"False","False","True","U","U","U","U","U","",,,,,
2002,"BELG","3025836","Zoon De Figo","Antoon & Hilde Reyneart","","","","C","NA","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Sire is the champion DE FIGO of Reyneart fame.",1999,"BELG","3020065",,"","","","",37408,"",0,"","",0,"1/06/2002","","RE",,,,,,"False","False","True","U","U","U","U","U","",,,,,
2004,"BELG","2063240","Donkere 240","Limbourg","","","","C","BC","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Won 19 prizes, 34th Nat Limouges 17,456b, 120th Chateaureoux 14,082b, 74th NW. Son of the NEW SLIMMEN x Daughter the MARSEILLE",2002,"BELG","2095198",2002,"BELG","4333348","","",38139,"",0,"","",0,"1/06/2004","","LI",,,,,,"False","False","True","U","U","U","U","U","",,,,,
2004,"BELG","2063218","DE 218","Limbourg","","","","H","BB","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Won 35 prizes, 45th Nat La Souterraine 3444b, 48th Tours 2192b, 60th S/Nat Chateauroux...",1995,"BELG","2363122",2002,"BELG","2328491","","",38139,"",0,"","",0,"1/06/2004","","LI",,,,,,"False","False","True","U","U","U","U","U","",,,,,
2007,"BELG","9023007","Blue Magic","Eric Limbourg","","","","C","BBWF","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","SUPERBREEDER for M&G Casaert. Sire of ""OLYMPIC FIFTEEN"" 270 Nat/21092b Aregnton '09, 54 Zone/3127b '09, 28 Interprov/4093b Chateauroux '10, 142 Nat/22476b '10, 155 SemiNat/8189 Chateauroux '10, 151 Nat/10906b '10, 27 SemiNat/11062b Vierzon '11, 11 Nat/20517 Chateauroux '11. Half Bro 1st National Brive 04 7,446b, Father of 015 19th Argenton 8935b, 52nd .... Blue Magic is a son of ULTRA x DIOR.",1999,"BELG","9128113",2001,"BELG","9040072","","",39234,"",0,"","",0,"1/06/2007","","CAS",,,,,,"False","False","True","U","U","U","U","U","",,,,,
2004,"BELG","4295601","SisterRonaldinho","De Graeve & Van Geert","","","","H","BB","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Nestsister RONALDINHO 1st National Limouges.  Rauw Sablon - Devos. Sire is son HERVE and dam is DORIEN.",2002,"BELG","4432376",1997,"BELG","3310983","","",38139,"",0,"","",0,"1/06/2004","","DRS",,,,,,"False","False","True","U","U","U","U","U","",,,,,
2013,"MILLMERRAN","029","","Matthew Martin","","","","U","BCWF","NA","NA","","","","False","False","False","False","False","False","False","False","True","False","False","","Bred direct for Stock from K Malones Champion producing cock 9109 the Sire of several Fed placings for different flyers including the 2013 1st Fed Thargamindah 798klms on day won by 26 mins. 9109s Aunt Blauw Ferdy was 1st Nat Blios against 71,400birds, 9109 G/Son champion producer NATIONAAL II 1st Nat Limouges 12000+b & Nephew National Hero 11x1st. 9109 inbred Reynearts DE FIGO.Dam of 029 is M Martins White hen 447 which won 3rd Fed 380klms. 447 is sister of 794 1st Fed 380k,447s Sire is Parkinson White x Dam is from Pat Murphy imported Buscheart line with a touch of Verhey",2011,"APFA","9109",2009,"DALBY","447","","",41426,"",0,"","",0,"1/06/2013","","RMM",,,,,,"False","False","False","U","U","U","U","U","",,,,,
2013,"MILLMERRAN","030","","Matthew Martin","","","","U","PG","NA","NA","","","","False","False","False","False","False","False","False","False","True","False","False","","Bred direct for Stock from K Malones Champion producing cock 9109 the Sire of several Fed placings for different flyers including the 2013 1st Fed Thargamindah 798klms on day won by 26 mins. 9109s Aunt Blauw Ferdy was 1st Nat Blios against 71,400birds, 9109 G/Son champion producer NATIONAAL II 1st Nat Limouges 12000+b & Nephew National Hero 11x1st. 9109 inbred Reynearts DE FIGO.Dam of 030 is M Martins White hen 447 which won 3rd Fed 380klms. 447 is sister of 794 1st Fed 380k,447s Sire is Parkinson White x Dam is from Pat Murphy imported Buscheart line with a touch of Verhey",2011,"APFA","9109",2009,"DALBY","447","","",41426,"",0,"","",0,"1/06/2013","","RMM",,,,,,"False","False","False","U","U","U","U","U","",,,,,
2013,"MILLMERRAN","035","","Matthew Martin","","","","H","BB","NA","NA","","","","False","False","False","False","False","False","False","False","True","False","False","","SIRE is off Backhoe X KeeDelight and has produced 3rd QLD 10000. Dam 9135 is from son Kees Bosua CHAMPION KANNIBAAL. 9135 is Dam 3rd St George, 5th TDPF Breeders Plate 1156mpm, 3rd club 10th Fed Eulo 670klms, 996 flyer N Jeffries gained 35th TDPF Breeders Plate also gained 3rd club 23rd Fed Thargamindah 800klms, Also Dam 982 M Frame 1st Fed Team Race Eulo 650klms. Also Dam 1766 4th Club, 6th Fed Nebine Creek Team Fed Race 505klms 1053mpm + many others. Dam of 215 2nd Yulavin, 3rd Mungindi, 2nd Walgett, 1st club 5th Fed Collerenibri",2011,"APFA","9146",2011,"APFA","9135","","",41426,"",0,"","",0,"1/06/2013","","BOS",,,,,,"False","False","False","U","U","U","U","U","",,,,,
2012,"GRPA","1503","2nd QLD 10000","Pat Murphy","","","","C","BB","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Won 2nd Prize QLD 10000 one loft race in 2012. 3 birds arrived together for the 1st 2nd and 3rd positions. Sire is Bosua from  Nigel Javis import, Dam is Pats Van De Rhee BC Hen.",2007,"MDPR","0981",,"","","","",41061,"",0,"","",0,"1/06/2012","","NA",,,,,,"False","False","False","U","U","U","U","U","",,,,,
2014,"SAMDPR","301","","Kieran Malone","","","","U","NA","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","SIRED by CHAMPION PRODUCER 9109 who Sired 1768 1st FED Thargamindah 798klms/500miles on day winning by 26mins, +867 1st Club Westmar 233klm, +956 won 5th TDPF Breeders Plate & 3rd St George 330klms for PerryB, +982 29th BP & 1st Fed Eulo Team, +182 4th Fed Eulo 660klms, +955 2nd Club Moonie for Nev Jeffries. 9109s Sire is FULL Brother 1st Nat Blios 71,400birds a daughter NATIONAAL II top racer & breeder 1st Nat Limoges in 2004 13,502b etc. G/Sires 1/2 bro is NATIONAL HERO 11 x 1sts for Jos Thone. DAM is BLUE ACE 3rd QLD10000 OLR (=1st) 2013 winning $1000. Dams Dam is daughter PREMIER OLYMPIAD 23x1st, Dams Sire is SONOFCONAN import.",2011,"APFA","9109",2012,"HIGHFIELDS","0900","","",41741,"",0,"","",0,"12/04/2014","","POK",,,,,,"False","False","False","U","U","U","U","U","",,,,,
2014,"SAMDPR","303","","Kieran Malone","","","","U","NA","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","SIRE is my Champion producer 9109 that bred 1st Fed Thargamindah by 26 mins only 4 birds on the day, 1st Club Westmar, 1st Fed Team race, 5th, 29th and 30th TDPF Breeders Plate for different flyers. DAM is my 3rd place QLD 10000 One Loft Race winning $1000 for me.",2011,"APFA","9109",2012,"HIGHFIELDS","0900","","",41741,"",0,"","",0,"12/04/2014","","KM",,,,,,"False","False","False","U","U","U","U","U","",,,,,
1991,"NL","1557855","RONALDO","Kieran Malone","","","","C","BC","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Won 14 long distance prizes including 27th Nat Bergerac 15,679b. Sire is Van De Wegen 110 which is son of the famous '25'. Sire of Champion 'TIESTO' which won 1st National Periqueux 8533b, 1st International Periqueux 7436b fasdtest 18355b, 28th National Ruffec 8849b, 222nd National Bergerac 20261b etc.",1983,"NL","1783110",1987,"NL","1455779","","",33390,"",0,"","",0,"1/06/1991","","VDW",,,,,,"False","False","True","U","U","U","U","U","",,,,,
1992,"NL","2275044","Dam Tiesto","","","","","H","BC","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Dam of champion TIESTO winner of 1st National Periqueux 8533b, 1st International Periqueux 7436b fasdtest 18355b, 28th National Ruffec 8849b, 222nd National Bergerac 20261b etc. Sire is RONALDO which won 14 long distance prizes including 27th Nat Bergerac 15,679b.",1990,"NL","1818531",1982,"NL","174258","","",33756,"",0,"","",0,"1/06/1992","","VWV",,,,,,"False","False","True","U","U","U","U","U","",,,,,
2001,"NL","2347667","WITNEUS","","","","","C","NA","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","WITNEUS won 7th National Narbonne 2563b, 7th Nat Marseille 3679b, 7th Provinvial Limouges 1527b, 8th Nat Bordeaux 6133b, 17th Nat Mont Vent. WITNEUS is son of 'Blauwe Vanopen'",1988,"BELG","5127833",1995,"NL","5588291","","",37043,"",0,"","",0,"1/06/2001","","VWV",,,,,,"False","False","True","U","U","U","U","U","",,,,,
2003,"NL","1550149","","Van De Wegen","","","","H","NA","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","1550149 bred 'Mooie Witneus'. The Dam of 1550149 won 4th National Barcelona 7567b, 4th Nat Bordeaux 3558b.",1997,"NL","2044681",2001,"NL","2347787","","",37773,"",0,"","",0,"1/06/2003","","VDW",,,,,,"False","False","True","U","U","U","U","U","",,,,,
2008,"NL","1102853","Jan-Cargo","Eijerkamp","","","","H","NA","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","""Jan-Cago"" is bred from ""Atilla"" & ""Janine"". The only son of ATILLA & JANINE in Australia. ATILLA is best daughter of CHICAGO and JANINE top daughter of DON LEO (x MISS ANTONIA). JANINE is the Dam of MISSOURI WONDER and many generations of champions in just a few breeding seasons. Best of the Eijerkamp Stud Hollands Van Loons. CHICAGOS son ARCHIELLES (Bro ATILLA) is SIRE of UNTAMED DESERT 1st Prize South Africa MILLION DOLLAR Race in 2013.
",2000,"NL","1488908",2005,"NL","2109786","","",39600,"",0,"","",0,"1/06/2008","","VLC",,,,,,"False","False","True","U","U","U","U","U","",,,,,
2007,"WPF","7191","ZENA 1stFED500mi","Frank Briffa","","","","H","BB","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Bred by Frank Briffa to the high standards of his inbred Golden Janssen based family. Zena won 1st Weerabee Cup. 1st FED WPF 500 miles Fowlers Gap 26/8/2008 1,101 birds. 1618.624mpm. Her Sire is 2001WPF16547 himself 8th FED 600mls and also sire of 2004WPF5923 tripple Fed incl. 1st FED 400mls,WPF Cup winner & fastest bird in joint release WPF, VRPU, GMPF & Geelong. A performed race hen and producer of winners in first 2 seasons including being G/Dam of 1st FED WPF 500miles 2010.",2001,"WPF","16547",1998,"WPF","6676","","",39234,"",0,"","",0,"1/06/2007","","JAN",,,,,,"False","False","True","U","U","U","U","U","",,,,,
2001,"WPF","16547","","Frank Briffa","","","","C","NA","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Won 8th Fed 600mls. Sire of 2004 WPF 5923 triple Fed Hen incl. 1st Fed 400mls, WPF Cup winner & fastest bird in joint release WPF, VRPU, GMPF & Geelong. 16547 is also Sire of ZENA 1st Weerabee Cup, 1st FED 500mls Folwers Gap 26/8/2008 1191b, 1618mpm.",,"","",,"","","","",37043,"",0,"","",0,"1/06/2001","","NA",,,,,,"False","False","True","U","U","U","U","U","",,,,,
2004,"NL","1559636","Daug ATILLA","Eijerkamp","","","","H","NA","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Van Loon stock hen at Eijerkamp & Sons stud in Holland. She is 1/2 siuster to many winners. She is a daughter of champion ATILLA.",2000,"NL","1488908",2001,"NL","1411949","","",38139,"",0,"","",0,"1/06/2004","","VLC",,,,,,"False","False","True","U","U","U","U","U","",,,,,
2001,"NL","1411949","","Eijerkamp & Sons","","","","H","NA","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Daughter of top producer 'GLADIATOR' mater to 'KWEEKSTER 316' mother to 'JUMBO LADY' 1st NAT racing hen of Netherlands 2000 winning 19 prize cards. Top son of CHICAGO, Atilla descendants include 1st National ACE pigeon 2006 Romaniua. Therefor 4 grandparents are foundation Van Loons to many winners. REGILIO & BLONDY and GOEDE 985 & SUPER 040.",,"","",,"","","","",37043,"",0,"","",0,"1/06/2001","","NA",,,,,,"False","False","True","U","U","U","U","U","",,,,,
1999,"VHA","31102","","","","","","C","GRZ","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","This Grizzle Cock was 1st Club, 2nd Fed 300klms and Sre of many Fed birds for Keith Saggers and others. Including 2 Federation Winners, 1st VHA Fed 400 klms (Triple Fed Cock SILVER ACE) and 1st FED 280 klms (Top Stock Hen WHITE NOSE 2002 VHA 13336).",1998,"GB","67966",1900,"VHA","2270","","",36312,"",0,"","",0,"1/06/1999","","NA",,,,,,"False","False","True","U","U","U","U","U","",,,,,
2014,"SAMDPR","306","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","Sire is bred from direct import from Dr Vandersanden, G/Father being Nationaal II. Dam is bred from Sister to sire 2008 Emerald Classic one loft race WINNER, 2nd was Thornston Damm of Germany 26 mins later. Dam is Van Den Pasch off Millenium Doffer and inbred to LOWEIKE, similar breeding to HALOVER the 2014 MILLION DOLLAR PIGEON RACE Winner. Sire is FIGO LAS VEGAS son of world famous DE FIGO of Reynearts 1st NAT Bourges etc. and brother to Kees Bosua champion producer KLEINE FIGO. Full Dynasty of winners, fabulous handling hen imported direct from Premier Stud UK.",2012,"HIGHFIELDS","0949",2012,"GRPA","1776","","",41741,"",0,"","",0,"12/04/2014","","NA",,,,,,"False","False","False","U","U","U","U","U","",,,,,
2014,"SAMDPR","307","","Kieran Malone","","","","C","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","Sire is bred from direct import from Dr Vandersanden, G/Father being Nationaal II. Dam is bred from Sister to sire 2008 Emerald Classic one loft race WINNER, 2nd was Thornston Damm of Germany 26 mins later. Dam is Van Den Pasch off Millenium Doffer and inbred to LOWEIKE, similar breeding to HALOVER the 2014 MILLION DOLLAR PIGEON RACE Winner. Sire is FIGO LAS VEGAS son of world famous DE FIGO of Reynearts 1st NAT Bourges etc. and brother to Kees Bosua champion producer KLEINE FIGO. Full Dynasty of winners, fabulous handling hen imported direct from Premier Stud UK.",2012,"HIGHFIELDS","0949",2012,"GRPA","1776","","",41741,"",0,"","",0,"12/04/2014","","NA",,,,,,"False","False","False","U","U","U","U","U","",,,,,
2014,"SAMDPR","304","FLAP CAVIAR","Kieran Malone","","","","U","PC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","SIRE is 8985 (Jos Thone bred by Charley Fuller) is sire of 643 6th Fed YBD for Annetts before 1st Fed Tambo 5B for me 2012. Dam of 304 is full Sister 0900 BLUE ACE winner of 3rd Position QLD 10000 ONE LOFT RACE 2013 winning $1000. DAM is daughter import PREMIER STUD hen PREMIER ACE (daughter PREMIER OLYMPIAD 23x1st, 5x1st Fed X OLYMPIC HOPE). DAMS Sire is SONOFCONAN (CONAN X QUEEN) CONAN off MR EXPENSIVE(Bro DEN DROMER) X MARIJKE; QUEEN 1/1939b, 1/2594b fastest 19,000b, 5/2346, 9/576b, 17/2202b. CONAN producer 1/2279b, 2/1466b, 9/613b etc. CONAN Bro DORAN 1st Nat Orleans",2008,"GCPC","8985",2013,"SAMDPR","189","","",41744,"",0,"","",0,"15/04/2014","","TPK",,,,,,"False","False","False","U","U","U","U","U","",,,,,
